datetime,value
112,0.112811381614611
113,0.094144078319146
114,0.065839107092869
115,0.062329260483462
116,0.031316555059713
117,0.020576267914887
118,0.002566292597359
119,-0.01833494217059
120,-0.038668317050048
121,-0.055771496754629
122,-0.081695961341118
123,-0.099000205327091
124,-0.11946558362378
125,-0.123044693786636
126,-0.14206914995564
127,-0.167443155917616
128,-0.194159601274879
129,-0.205502564913195
130,-0.215103763532062
131,-0.244151557737834
132,-0.254787022841329
133,-0.282285502631907
134,-0.290371402377942
135,-0.316767568168365
136,-0.335286717483617
137,-0.350497667281431
138,-0.366520239097782
139,-0.383008751073653
140,-0.389763188166248
141,-0.409252455881565
142,-0.426888047896085
143,-0.446301682380926
144,-0.460746780060101
145,-0.473882168574497
146,-0.49004882564825
147,-0.500152270206335
148,-0.508519833193411
149,-0.530923992159195
150,-0.528886068793189
151,-0.556871067959919
152,-0.562110669417646
153,-0.559957175059433
154,-0.579480222807052
155,-0.596714248698465
156,-0.610571995556756
157,-0.612469949855438
158,-0.625372629791695
159,-0.636536598414293
160,-0.641354405007548
161,-0.654113506817996
162,-0.644292775191801
163,-0.657098011731388
164,-0.66900337829798
165,-0.675770147814791
166,-0.688719744962948
167,-0.686168048326715
168,-0.698034702704106
169,-0.706198417835748
170,-0.694005166329809
171,-0.713232999511215
172,-0.712679228959381
173,-0.716975502977285
174,-0.720837068517104
175,-0.713689625651382
176,-0.726569098696484
177,-0.719698588834278
178,-0.721757532487082
179,-0.725820050232998
180,-0.717431281772869
181,-0.71794325154077
182,-0.716841323641572
183,-0.705534686870483
184,-0.705045762027703
185,-0.705036873557354
186,-0.699668988812753
187,-0.700194925827688
188,-0.692234593081724
189,-0.679496940921247
190,-0.679835260740601
191,-0.672439157058766
192,-0.655147840445849
193,-0.663082485687391
194,-0.645976590416684
195,-0.633087225104259
196,-0.640364733034393
197,-0.625173404269009
198,-0.617879508565402
199,-0.608440529929847
200,-0.601119322065385
201,-0.589441722179955
202,-0.566075803808752
203,-0.558207958428268
204,-0.54515168130206
205,-0.528355710449527
206,-0.526318716687702
207,-0.506544366452044
208,-0.497936208247508
209,-0.486539758485042
210,-0.46435356306535
211,-0.454803225676378
212,-0.446134234564815
213,-0.42635538201634
214,-0.401212383862076
215,-0.38729367862343
216,-0.386009528365651
217,-0.361059874944452
218,-0.340337136994107
219,-0.337419047110142
220,-0.303471323820129
221,-0.297192265626546
222,-0.27520680446728
223,-0.260266085612917
224,-0.232597908625375
225,-0.231744494411709
226,-0.20621518554574
227,-0.193198874406954
228,-0.166559169716083
229,-0.137896013108719
230,-0.140278398670691
231,-0.113495341659544
232,-0.095244849153628
233,-0.067003598162158
234,-0.062283383793757
235,-0.035135299001062
236,-0.009520908987135
237,-0.001568394177695
238,0.014842764052315
239,0.036775340017775
240,0.059335710339134
241,0.069668384407458
242,0.103126284427991
243,0.112803147781318
244,0.115113913818745
245,0.143672534872729
246,0.176916309872872
247,0.181057385671266
248,0.204085502549609
249,0.222873619822117
250,0.231520691485464
251,0.2608483535181
252,0.27791991771285
253,0.303307168820605
254,0.315660475934708
255,0.327156832619525
256,0.342829716948037
257,0.363028685480663
258,0.370759879719615
259,0.392133942895892
260,0.409056752977146
261,0.425408744469616
262,0.430926563850609
263,0.460088124318603
264,0.470143191255654
265,0.494218803487632
266,0.483247704971463
267,0.50380335955234
268,0.510428662086147
269,0.5302138588621
270,0.546472513987953
271,0.566042963004304
272,0.565417801787771
273,0.572169736149383
274,0.587721706249102
275,0.60306200207293
276,0.610322940361674
277,0.625966436558691
278,0.625760637276616
279,0.626607703332912
280,0.649098793156333
281,0.645032533398217
282,0.661735921989634
283,0.667711244039564
284,0.672986538905515
285,0.686169107350845
286,0.680492241252461
287,0.678929865955089
288,0.690788054327834
289,0.692793264178509
290,0.700809455165306
291,0.709071393667369
292,0.691977407803536
293,0.702570738950123
294,0.705332462784676
295,0.708684479788661
296,0.701877655030437
297,0.707628274659268
298,0.706741552080707
299,0.703201566264077
300,0.700737799743771
301,0.707305603063268
302,0.700036657914692
303,0.703884832358383
304,0.687611489193959
305,0.677842056133543
306,0.677793621852032
307,0.67527086496937
308,0.667630106273782
309,0.660421769547501
310,0.647191460987
311,0.644379343328538
312,0.635068496449252
313,0.634833156253944
314,0.626492212850359
315,0.624188198654534
316,0.604301289558518
317,0.601591974704596
318,0.583319145698611
319,0.566822331017207
320,0.56661832569886
321,0.549765819154378
322,0.536095104248662
323,0.524237435898528
324,0.521896945546087
325,0.511560603027075
326,0.49500141938641
327,0.474089574459125
328,0.454203345456597
329,0.44836083699381
330,0.438609844248888
331,0.422020317119739
332,0.403751012933369
333,0.387603209005984
334,0.365731263368626
335,0.356761296549404
336,0.338162380688128
337,0.321560096828985
338,0.303148453324699
339,0.280678741708594
340,0.266514693925564
341,0.25659621056583
342,0.234823617121007
343,0.21681401575006
344,0.197658583771084
345,0.188362609627012
346,0.162321955205051
347,0.145186954479587
348,0.126095813711706
349,0.101246650720489
350,0.08756038229531
351,0.076362694902234
352,0.052901478786413
353,0.023349642846433
354,0.013016882045402
355,-0.00318662623261
356,-0.025642470495212
357,-0.039733847647992
358,-0.063943211339948
359,-0.087683240362454
360,-0.096489673816692
361,-0.117805642778773
362,-0.134857834104915
363,-0.150606372907648
364,-0.173752376095701
365,-0.202282892889031
366,-0.210662830537075
367,-0.238533179551195
368,-0.250216219444006
369,-0.259612442046609
370,-0.292098186231855
371,-0.299202448478789
372,-0.320323294375804
373,-0.335504088791471
374,-0.345026863512337
375,-0.364365418584849
376,-0.375847865364942
377,-0.405339576070448
378,-0.419495170015655
379,-0.434198110019988
380,-0.445744038236184
381,-0.465359965361312
382,-0.478758134553911
383,-0.493710079576446
384,-0.498622359864979
385,-0.512330396128954
386,-0.523311807416349
387,-0.526217536366788
388,-0.554412458718036
389,-0.561478886914828
390,-0.558548802058226
391,-0.584800993734553
392,-0.599025977168763
393,-0.614365559060234
394,-0.62184246826742
395,-0.637661162982425
396,-0.646000065245703
397,-0.648013109771375
398,-0.652054883176648
399,-0.661253250430959
400,-0.670837994156768
401,-0.685544510877273
402,-0.677914565954602
403,-0.684793085794988
404,-0.683600989591395
405,-0.707831121624118
406,-0.7033608014445
407,-0.695782877570446
408,-0.708253324291649
409,-0.70399195817589
410,-0.710860034974646
411,-0.715146062488958
412,-0.712130917649666
413,-0.728158321005735
414,-0.720317483371389
415,-0.714855279091488
416,-0.710073487080518
417,-0.712113198496819
418,-0.713650838654097
419,-0.706181810505147
420,-0.709817415317049
421,-0.712914970700571
422,-0.703212677702668
423,-0.699838210602166
424,-0.692214054254235
425,-0.691293011258955
426,-0.679904671891467
427,-0.665942853328208
428,-0.680975756899447
429,-0.660631780684358
430,-0.660457851690408
431,-0.651989717042221
432,-0.650234670189251
433,-0.632679214219773
434,-0.620071686942313
435,-0.620211569396635
436,-0.591233123779556
437,-0.595765348887419
438,-0.593288532785629
439,-0.569793460466512
440,-0.544216409051801
441,-0.536276382337494
442,-0.525513188539075
443,-0.515327972458833
444,-0.503880155954843
445,-0.495280559148773
446,-0.487290391077719
447,-0.476982993007872
448,-0.456507871011755
449,-0.444943395135707
450,-0.425249112314428
451,-0.400106827533334
452,-0.393314612829763
453,-0.380884704994329
454,-0.361370523048828
455,-0.348951819019972
456,-0.318013496305547
457,-0.313863998790989
458,-0.289013981235308
459,-0.267497823315502
460,-0.246370967735944
461,-0.224676667244311
462,-0.227141727086858
463,-0.193988929598346
464,-0.184010065870154
465,-0.163517073712643
466,-0.135908056830971
467,-0.128807750414939
468,-0.10292865550414
469,-0.088502094532856
470,-0.071911835896241
471,-0.042422915671073
472,-0.032688344618513
473,-0.013718548040178
474,0.010273672756644
475,0.030395753170725
476,0.038983755747014
477,0.069407805303272
478,0.078223851897435
479,0.095551010462299
480,0.106110132092395
481,0.136916675088874
482,0.157968527913513
483,0.170586087754622
484,0.199717472214126
485,0.214319171554244
486,0.229337245561197
487,0.256656654816174
488,0.255720283752295
489,0.283120163951379
490,0.303446005384229
491,0.310121591935748
492,0.33100400075171
493,0.348640224401464
494,0.36272398707858
495,0.381603425140511
496,0.396074391392496
497,0.407730816115372
498,0.431790552159792
499,0.439145095073523
500,0.45339149753435
501,0.473788615234409
502,0.494443753651227
503,0.488619512402728
504,0.512743106247866
505,0.526654267810517
506,0.537016247126145
507,0.56321767946642
508,0.567573818363184
509,0.568797032876509
510,0.579130625380248
511,0.598168504332309
512,0.608694540424193
513,0.616657862544675
514,0.618387609189987
515,0.633483071979312
516,0.638283766401053
517,0.656857147816353
518,0.649054715036896
519,0.660888065664106
520,0.661366875689704
521,0.667528996802045
522,0.678491955604241
523,0.682124203649604
524,0.685114123153366
525,0.700563090503718
526,0.695875428067413
527,0.705764224591925
528,0.695398159434292
529,0.701518918772428
530,0.696542617796126
531,0.713464898126789
532,0.70041393434659
533,0.714154948953014
534,0.699858579319983
535,0.703873416537061
536,0.686811017317856
537,0.69951425206621
538,0.698476573681763
539,0.684657812445958
540,0.690292992043275
541,0.685979301873725
542,0.673151821414243
543,0.683513407315146
544,0.666256598936099
545,0.665896856540561
546,0.663883853256757
547,0.650920898442089
548,0.650695305987588
549,0.639461133843039
550,0.638821704007352
551,0.618092111697159
552,0.606169132417627
553,0.605098298060953
554,0.591998402452855
555,0.581011936763033
556,0.574603623070173
557,0.563291159127394
558,0.549036682615924
559,0.540445929950882
560,0.528695296933762
561,0.516343925000776
562,0.503924297627453
563,0.492245387649361
564,0.470380419939517
565,0.454484259670508
566,0.435555982993955
567,0.426253428806898
568,0.407251324626067
569,0.399297865962514
570,0.380159236729183
571,0.362154895868516
572,0.343546770238606
573,0.332844266879547
574,0.312413986219648
575,0.291735822337127
576,0.273699904872168
577,0.270358819413905
578,0.24282325792356
579,0.224586104485034
580,0.209290801825587
581,0.189624293201874
582,0.172137902648487
583,0.154524809227336
584,0.134437052530184
585,0.113125971171303
586,0.104593672496392
587,0.081258011451393
588,0.054998431714576
589,0.048749266162477
590,0.01562945346811
591,0.004222845817865
592,-0.014045832911589
593,-0.0365881486845
594,-0.048610589030461
595,-0.077495444116786
596,-0.079378329862024
597,-0.104573511100949
598,-0.115796837514025
599,-0.140298784949672
600,-0.171845295809922
601,-0.177165173952482
602,-0.196542514971017
603,-0.211439794738129
604,-0.22914738046631
605,-0.250416451199138
606,-0.26709143146125
607,-0.291331550989936
608,-0.296478698515093
609,-0.332261843400807
610,-0.349740047615657
611,-0.363035714024962
612,-0.36706232251518
613,-0.394437160102544
614,-0.406205207943044
615,-0.419129555642062
616,-0.437545261193045
617,-0.46144586171635
618,-0.457877967865714
619,-0.479148395518846
620,-0.48972485027492
621,-0.506296677789651
622,-0.522569831463851
623,-0.531947969254399
624,-0.540502854781323
625,-0.565661440196953
626,-0.575484322453145
627,-0.573107454737125
628,-0.596433858147236
629,-0.601842945034318
630,-0.620064088409672
631,-0.617940817873117
632,-0.627748282280721
633,-0.6414278532216
634,-0.639615074560619
635,-0.659111583774909
636,-0.665371421731026
637,-0.664596561869636
638,-0.674745909813622
639,-0.67862520988193
640,-0.680790288750258
641,-0.692750845932108
642,-0.695117674113155
643,-0.706486774306576
644,-0.703957395265558
645,-0.711449535330229
646,-0.705246744468695
647,-0.714822529640732
648,-0.716057832399513
649,-0.717415937933013
650,-0.7294485915057
651,-0.723786035763251
652,-0.70690668447472
653,-0.713104959149521
654,-0.71549816711511
655,-0.714768863146648
656,-0.712452648333538
657,-0.706254995782042
658,0.306958393188507
659,0.306958393188507
660,-0.698038134074374
661,-0.699475493692826
662,-0.689563409692945
663,-0.678552477166331
664,-0.683255908807918
665,-0.662744278759415
666,-0.654676598993731
667,-0.653688926110013
668,-0.644032467875314
669,-0.629479618699608
670,-0.631263105826535
671,-0.623810859045509
672,-0.615153425091251
673,-0.603877114295785
674,-0.591697656894467
675,-0.574522468034777
676,-0.570367294128225
677,-0.554713528371455
678,-0.540018816466092
679,-0.535421631255705
680,-0.507230384187984
681,-0.494454089369654
682,-0.498123354638119
683,-0.476644302280606
684,-0.461606273730574
685,-0.443834550173775
686,-0.436297519470643
687,-0.416494006937046
688,-0.394374144846673
689,-0.377300365370773
690,-0.365388235027311
691,-0.348356958477995
692,-0.337191382549684
693,-0.319146968361835
694,-0.293044775709302
695,-0.281852754619345
696,-0.268512262639024
697,-0.237843165617186
698,-0.232385258249146
699,-0.204757741025543
700,-0.189651153588754
701,-0.17247221812438
702,-0.157905782104435
703,-0.132673992464422
704,-0.128194701522653
705,-0.105833535157219
706,-0.082895300667004
707,-0.061831500560853
708,-0.043268470578679
709,-0.026556107786358
710,-0.00768303329875
711,0.015489639632504
712,0.028047064583045
713,0.038363624904849
714,0.069466611155512
715,0.093045681403881
716,0.112407567650529
717,0.123916469630611
718,0.143740699008364
719,0.170969185646366
720,0.177217004916247
721,0.198262575432173
722,0.219742791962768
723,0.23129301738965
724,0.250012549116923
725,0.273305819520417
726,0.283412563575828
727,0.307132959657906
728,0.314781882835436
729,0.326864201965086
730,0.358053875828116
731,0.37001807727257
732,0.384237350938925
733,0.399384613023663
734,0.423201499977382
735,0.426622280462552
736,0.452803737694068
737,0.456037024402019
738,0.475167452199472
739,0.488485645634305
740,0.506296182820307
741,0.506186031399276
742,0.527363558906359
743,0.540318116119762
744,0.55612345444938
745,0.570798583118095
746,0.570136461190514
747,0.588164755417044
748,0.599127426390809
749,0.613106441331059
750,0.615416760992104
751,0.63132191636091
752,0.63393635599371
753,0.63989588811272
754,0.652052899477987
755,0.657949242421482
756,0.665226648941909
757,0.674936706795868
758,0.673477712940694
759,0.679033232720609
760,0.68402129845868
761,0.695474487604382
762,0.704208613648728
763,0.702022020496378
764,0.70527014515229
765,0.71169458992475
766,0.700436575161651
767,0.696746457799568
768,0.699597413808348
769,0.707569309574734
770,0.70610990254334
771,0.690114111334934
772,0.710773551332159
773,0.701241544855299
774,0.699984607599216
775,0.699909384656382
776,0.687144452843781
777,0.686860215860442
778,0.692451637622044
779,0.693068926876272
780,0.680756419465678
781,0.675437883648013
782,0.655668850115762
783,0.664564555667835
784,0.657938518085278
785,0.642184693850335
786,0.637279177513844
787,0.632999452731498
788,0.631033484029186
789,0.603495932276574
790,0.605749368089213
791,0.597550894313273
792,0.584400222843416
793,0.569948261232217
794,0.556075374988843
795,0.54606945619637
796,0.537840866393013
797,0.514402794531124
798,0.500678489227262
799,0.490258338572019
800,0.472639744256836
801,0.457292826251376
802,0.460043662544442
803,0.432549832348285
804,0.419929916995187
805,0.401158203438502
806,0.394840111835441
807,0.379108151515447
808,0.366716186258723
809,0.341137701982653
810,0.334076510186966
811,0.311073245991151
812,0.285985921582391
813,0.282441288859955
814,0.267008933413704
815,0.245384285087607
816,0.220668377438547
817,0.197573260496489
818,0.187178282586178
819,0.161174172900037
820,0.140166143583537
821,0.135757805047168
822,0.111550247172297
823,0.092312408020181
824,0.072194890259424
825,0.064348500961562
826,0.029266649899855
827,0.016765221094899
828,0.003519783627034
829,-0.016928858848883
830,-0.040893827434894
831,-0.056670546584705
832,-0.076239832354558
833,-0.084533795744822
834,-0.1121055635078
835,-0.13499608779487
836,-0.143256653932968
837,-0.175478222413621
838,-0.183696190162437
839,-0.198040511938382
840,-0.229530880554508
841,-0.239121661223611
842,-0.253377145957516
843,-0.270028912922652
844,-0.285147407166909
845,-0.30013280472775
846,-0.326720622218832
847,-0.349329791446769
848,-0.365334379755661
849,-0.373469600417939
850,-0.402158118372287
851,-0.406282725710506
852,-0.430984766744287
853,-0.444845078491365
854,-0.452595033270559
855,-0.472331223003662
856,-0.487864924894424
857,-0.500804358294485
858,-0.502679732559886
859,-0.53143874357059
860,-0.535949658255205
861,-0.551591107030007
862,-0.54444421108969
863,-0.573545912521156
864,-0.573729121746204
865,-0.589916086825496
866,-0.613938571809116
867,-0.612291526806018
868,-0.620852808934166
869,-0.633742825278384
870,-0.653500196639915
871,-0.638260558359696
872,-0.659665613912558
873,-0.673786533967195
874,-0.665826323926713
875,-0.680589524805968
876,-0.683754007538375
877,-0.694927652789485
878,-0.705550937991821
879,-0.700941217087038
880,-0.69978631222703
881,-0.707576188192131
882,-0.710324701717253
883,-0.711737518734486
884,-0.712753171631627
885,-0.71795043498762
886,-0.719186146849366
887,-0.722095490764443
888,-0.725722150372598
889,-0.725554289388127
890,-0.720882983501093
891,-0.719132765118847
892,-0.71516121865012
893,0.292451258782147
894,0.292451258782147
895,-0.695593162075958
896,-0.697909968315925
897,-0.694054274697233
898,-0.690691284601188
899,-0.690244969231745
900,-0.682499363581688
901,-0.674866268344011
902,-0.665431285113691
903,-0.658785257467814
904,-0.640691126098019
905,-0.644455539488165
906,-0.638046987647034
907,-0.633889763975006
908,-0.620745848522718
909,-0.590615516999741
910,-0.593017470191687
911,-0.578788105374512
912,-0.571461544479813
913,-0.559980654353729
914,-0.549865195396308
915,-0.533398614832677
916,-0.515638367311843
917,-0.505515821858086
918,-0.498285270347799
919,-0.482586081743725
920,-0.477090316331209
921,-0.448085144207553
922,-0.429465129720023
923,-0.432922017054045
924,-0.409126001903315
925,-0.398223451926431
926,-0.383999375364411
927,-0.35505751580377
928,-0.337997737256155
929,-0.316417389471291
930,-0.308000139110984
931,-0.303805941888699
932,-0.2734749347134
933,-0.262509301962406
934,-0.241977046469285
935,-0.221580239250562
936,-0.204458335575108
937,-0.182186042595739
938,-0.171947060230848
939,-0.153606437545302
940,-0.130221499026649
941,-0.107684834224165
942,-0.096061466927396
943,-0.07881854343778
944,-0.06188756345112
945,-0.041561076153735
946,-0.020048672306967
947,-0.006078610484304
948,0.02321452462202
949,0.026723983806497
950,0.056221954421984
951,0.067808803924112
952,0.101449973484214
953,0.110465387945338
954,0.138236892384512
955,0.148073579215715
956,0.167620634026774
957,0.181366180664
958,0.187960270739253
959,0.232399944649365
960,0.233112717711354
961,0.273008332581149
962,0.277936746056472
963,0.290211421268005
964,0.3143365989713
965,0.332181117192487
966,0.34257112813041
967,0.360954138454195
968,0.386594161768513
969,0.384234297801274
970,0.407361662714108
971,0.427326746081177
972,0.429915602252185
973,0.442444180371257
974,0.474347046458074
975,0.476560317213675
976,0.488572297101361
977,0.507455278951274
978,0.517474288565024
979,0.529996465793968
980,0.537346335240801
981,0.551989895674794
982,0.573195684650759
983,0.582225207051228
984,0.586426763646526
985,0.613656823443911
986,0.618145519937885
987,0.61500848427973
988,0.627440177432237
989,0.618275244620047
990,0.649683979259467
991,0.654944743478007
992,0.656052894783207
993,0.66430664910588
994,0.671956375809311
995,0.682770597106334
996,0.676772625217096
997,0.692804166263809
998,0.695214353814359
999,0.690710311872735
1000,0.696204982138177
1001,0.710780692859475
1002,0.701772707175773
1003,0.696544992761238
1004,0.697250086689342
1005,0.705773669609822
1006,0.707669413690327
1007,0.707398139737179
1008,0.703681854564561
1009,0.69277157625358
1010,0.699470854482038
1011,0.70483654123758
1012,0.683838463473486
1013,0.69692702257327
1014,0.681428049368041
1015,0.684134257778869
1016,0.672709050251611
1017,0.679871724254555
1018,0.66620146175128
1019,0.665641290632196
1020,0.652093547208233
1021,0.642773962221558
1022,0.63330982520028
1023,0.62719404268533
1024,0.623131395668685
1025,0.623879442678946
1026,0.609886626595537
1027,0.593266675697546
1028,0.587896662298377
1029,0.570253071568645
1030,0.561298129810018
1031,0.554109483770939
1032,0.556337440384231
1033,0.530309247760451
1034,0.516915691516437
1035,0.490432554597682
1036,0.496498471043737
1037,0.483157264875283
1038,0.453002844266457
1039,0.447654618423884
1040,0.428248844653911
1041,0.418553796542966
1042,0.399741828526574
1043,0.392651116855367
1044,0.372224460973135
1045,0.355310900556574
1046,0.340573961963016
1047,0.311563185019008
1048,0.298260421965771
1049,0.295359203310651
1050,0.271451841032455
1051,0.255141922703154
1052,0.227294984023294
1053,0.229440807637962
1054,0.196236169895033
1055,0.1838040688039
1056,0.161309174953077
1057,0.149512997451445
1058,0.120717931947431
1059,0.112695393712861
1060,0.094098976482695
1061,0.065291156506368
1062,0.04161464706586
1063,0.034272201929861
1064,0
1065,-0.001678093701032
1066,-0.020443064943007
1067,-0.039146963359895
1068,-0.06433700697883
1069,-0.071041453741175
1070,-0.100846155395501
1071,-0.124157685061937
1072,-0.139523213325023
1073,-0.162948270953602
1074,-0.181455948235606
1075,-0.191466970920298
1076,-0.210525491876216
1077,-0.231831664381472
1078,-0.247914376534666
1079,-0.265263620036372
1080,-0.283629955944509
1081,-0.289343330155073
1082,-0.319681810618566
1083,-0.329407023726805
1084,-0.351838021926004
1085,-0.372302584040945
1086,-0.387791729423818
1087,-0.397566746491331
1088,-0.417275562037191
1089,-0.428534460469055
1090,-0.442558301389912
1091,-0.455085680880502
1092,-0.479350932484615
1093,-0.480074330051528
1094,-0.512166014963108
1095,-0.525611798871782
1096,-0.521530764964663
1097,-0.533610958378111
1098,-0.559326561621406
1099,-0.561978984453682
1100,-0.583724477367912
1101,-0.578472277098662
1102,-0.597739063604029
1103,-0.609186882996388
1104,-0.620153378755232
1105,-0.634636602532699
1106,-0.631929033568313
1107,-0.64520489945945
1108,-0.650535091940941
1109,-0.665480305960913
1110,-0.670510432100701
1111,-0.673487452595824
1112,-0.690864634837111
1113,-0.692142095258655
1114,-0.695611435197549
1115,-0.693741833481889
1116,-0.706535851147745
1117,-0.71114723410883
1118,-0.70604803859103
1119,-0.715470584820346
1120,-0.707885907548684
1121,-0.724861865501175
1122,-0.718841093265991
1123,-0.722053282652648
1124,-0.720798645665623
1125,-0.713693439463447
1126,-0.713095503736376
1127,-0.720153705378556
1128,-0.724684145380774
1129,-0.716321184137755
1130,-0.701876795145201
1131,-0.706289783164206
1132,-0.707452901744509
1133,-0.698319499699172
1134,-0.68912657283572
1135,-0.678268516813569
1136,-0.679975313782128
1137,-0.682464631042236
1138,-0.657627370117502
1139,-0.662853013068377
1140,-0.647908324411861
1141,-0.640631048890742
1142,-0.650921192988391
1143,-0.621492952252507
1144,-0.622005148362492
1145,-0.616360633177712
1146,-0.601108771341875
1147,-0.59050636924557
1148,-0.579839936197424
1149,-0.569428820312028
1150,-0.548412979343047
1151,-0.538879451970376
1152,-0.530219380969105
1153,-0.522441970451986
1154,-0.498941903089639
1155,-0.488410794604767
1156,-0.480633237164509
1157,-0.466731289756865
1158,-0.45071428777404
1159,-0.435270535232474
1160,-0.416982765794888
1161,-0.398648039051315
1162,-0.386550876458939
1163,-0.3811187801871
1164,-0.353361108911488
1165,-0.332575966311546
1166,-0.329265712344077
1167,-0.315471120684163
1168,-0.283204668113594
1169,-0.272338340089955
1170,-0.249659096330974
1171,-0.23604819712037
1172,-0.206993858864243
1173,-0.191870221355773
1174,-0.176671430443753
1175,-0.15725616323849
1176,-0.138088914979422
1177,-0.118501206606667
1178,-0.111356022100523
1179,-0.078507531997272
1180,-0.076538515819712
1181,-0.061783828853256
1182,-0.031912697483552
1183,-0.008428232491043
1184,0.00918245108543
1185,0.029124377761439
1186,0.045313336454423
1187,0.060200488694687
1188,0.083169030202519
1189,0.11120117840052
1190,0.118202419169831
1191,0.141084547200478
1192,0.15953116726869
1193,0.181973622374316
1194,0.187225767201031
1195,0.209322734873298
1196,0.230964991458426
1197,0.244756588564132
1198,0.265715011822066
1199,0.280672270644613
1200,0.293900119004636
1201,0.307178622372466
1202,0.337597602208877
1203,0.350115108061154
1204,0.370026155875803
1205,0.368862933572955
1206,0.403447716703049
1207,0.414856816679298
1208,0.425539182375681
1209,0.445934411232209
1210,0.459015270425364
1211,0.475183055209296
1212,0.488475490018698
1213,0.499956102698377
1214,0.512990276152173
1215,0.521593665190622
1216,0.539961259665077
1217,0.546457671596305
1218,0.568438541779802
1219,0.572940006375504
1220,0.591267150675489
1221,0.591651720524211
1222,0.602477091515662
1223,0.617905924974288
1224,0.628672166205867
1225,0.624674795128562
1226,0.643967154392093
1227,0.653206361094985
1228,0.651926852259756
1229,0.665203342296052
1230,0.664015015725741
1231,0.670611931677903
1232,0.678032457994784
1233,0.680079974044215
1234,0.696714045164664
1235,0.692198304869897
1236,0.693559973821511
1237,0.689768961654526
1238,0.701807764638934
1239,0.699090151613561
1240,0.702623059463057
1241,0.703952234766634
1242,0.697051828858351
1243,0.709020201150455
1244,0.707093865881853
1245,0.707204698416911
1246,0.698632514424834
1247,0.690971019964802
1248,0.709792292675332
1249,0.703803400109329
1250,0.68985093109211
1251,0.680351742901531
1252,0.682913261913629
1253,0.678742992463904
1254,0.661927051676607
1255,0.666029989911597
1256,0.661677699494412
1257,0.663817385137402
1258,0.640834636438423
1259,0.652739145660158
1260,0.638071178026285
1261,0.621963632766499
1262,0.611086510932161
1263,0.605846967495646
1264,0.600724070611167
1265,0.59122575988367
1266,0.573363373453014
1267,0.556712703639241
1268,0.555619246820548
1269,0.5432701798952
1270,0.521675778523885
1271,0.506284818057992
1272,0.498316541429915
1273,0.487495558003997
1274,0.470381653553363
1275,0.451627799582681
1276,0.438201772827297
1277,0.43269905975984
1278,0.416795993690215
1279,0.399407016649063
1280,0.378122163784075
1281,0.364916693778528
1282,0.343243394774953
1283,0.338057421319325
1284,0.306266859514274
1285,0.297941542267097
1286,0.28077431398187
1287,0.261155080692618
1288,0.260941490838316
1289,0.241783857220076
1290,0.208581373290002
1291,0.195877774613507
1292,0.177011905603203
1293,0.15932480076827
1294,0.141103878247705
1295,0.116036442588541
1296,0.089020796058587
1297,0.079907656622205
1298,0.067377867425464
1299,0.041535736349112
1300,0.02773069211298
1301,0.002625345197435
1302,-0.010663388351831
1303,-0.028116155010673
1304,-0.049274744946004
1305,-0.074342651667243
1306,-0.080798825737613
1307,-0.106484734407652
